"country","indicator","year","total_value"
"Morocco","CO2 emissions multipliers",2012,"21928.71"
"Morocco","CO2 emissions multipliers",2013,"18365.86"
"Morocco","CO2 emissions multipliers",2014,"18856.11"
"Morocco","CO2 emissions multipliers",2015,"21482.69"
"Morocco","CO2 emissions multipliers",2016,"20627.41"
"Morocco","CO2 emissions multipliers",2017,"20285.99"
"Morocco","CO2 emissions multipliers",2018,"18889.38"
"Myanmar","CO2 emissions",1995,"5.52"
"Myanmar","CO2 emissions",1996,"5.79"
"Myanmar","CO2 emissions",1997,"6.03"
"Myanmar","CO2 emissions",1998,"6.53"
"Myanmar","CO2 emissions",1999,"7.48"
"Myanmar","CO2 emissions",2000,"7.99"
"Myanmar","CO2 emissions",2001,"7.07"
"Myanmar","CO2 emissions",2002,"6.83"
"Myanmar","CO2 emissions",2003,"8.65"
"Myanmar","CO2 emissions",2004,"8.28"
"Myanmar","CO2 emissions",2005,"8.74"
"Myanmar","CO2 emissions",2006,"8.50"
"Myanmar","CO2 emissions",2007,"8.80"
"Myanmar","CO2 emissions",2008,"7.33"
"Myanmar","CO2 emissions",2009,"7.11"
"Myanmar","CO2 emissions",2010,"8.01"
"Myanmar","CO2 emissions",2011,"8.78"
"Myanmar","CO2 emissions",2012,"11.69"
"Myanmar","CO2 emissions",2013,"13.11"
"Myanmar","CO2 emissions",2014,"16.46"
"Myanmar","CO2 emissions",2015,"18.46"
"Myanmar","CO2 emissions",2016,"20.90"
"Myanmar","CO2 emissions",2017,"30.19"
"Myanmar","CO2 emissions",2018,"31.56"
"Myanmar","CO2 emissions intensities",1995,"49007.39"
"Myanmar","CO2 emissions intensities",1996,"48140.58"
"Myanmar","CO2 emissions intensities",1997,"46002.95"
"Myanmar","CO2 emissions intensities",1998,"73192.83"
"Myanmar","CO2 emissions intensities",1999,"75192.39"
"Myanmar","CO2 emissions intensities",2000,"75014.08"
"Myanmar","CO2 emissions intensities",2001,"59325.95"
"Myanmar","CO2 emissions intensities",2002,"44598.59"
"Myanmar","CO2 emissions intensities",2003,"59630.54"
"Myanmar","CO2 emissions intensities",2004,"52946.72"
"Myanmar","CO2 emissions intensities",2005,"46515.76"
"Myanmar","CO2 emissions intensities",2006,"33428.01"
"Myanmar","CO2 emissions intensities",2007,"24680.33"
"Myanmar","CO2 emissions intensities",2008,"14244.47"
"Myanmar","CO2 emissions intensities",2009,"9740.20"
"Myanmar","CO2 emissions intensities",2010,"9100.98"
"Myanmar","CO2 emissions intensities",2011,"7225.76"
"Myanmar","CO2 emissions intensities",2012,"8387.99"
"Myanmar","CO2 emissions intensities",2013,"8712.30"
"Myanmar","CO2 emissions intensities",2014,"10637.11"
"Myanmar","CO2 emissions intensities",2015,"12870.79"
"Myanmar","CO2 emissions intensities",2016,"13377.00"
"Myanmar","CO2 emissions intensities",2017,"18107.07"
"Myanmar","CO2 emissions intensities",2018,"17735.00"
"Myanmar","CO2 emissions multipliers",1995,"69452.10"
"Myanmar","CO2 emissions multipliers",1996,"69660.19"
"Myanmar","CO2 emissions multipliers",1997,"65662.38"
"Myanmar","CO2 emissions multipliers",1998,"97721.01"
"Myanmar","CO2 emissions multipliers",1999,"108560.14"
"Myanmar","CO2 emissions multipliers",2000,"109946.74"
"Myanmar","CO2 emissions multipliers",2001,"83096.49"
"Myanmar","CO2 emissions multipliers",2002,"67637.41"
"Myanmar","CO2 emissions multipliers",2003,"89254.86"
"Myanmar","CO2 emissions multipliers",2004,"80079.44"
"Myanmar","CO2 emissions multipliers",2005,"71347.92"
"Myanmar","CO2 emissions multipliers",2006,"53962.70"
"Myanmar","CO2 emissions multipliers",2007,"41122.68"
"Myanmar","CO2 emissions multipliers",2008,"24402.38"
"Myanmar","CO2 emissions multipliers",2009,"17651.17"
"Myanmar","CO2 emissions multipliers",2010,"16538.75"
"Myanmar","CO2 emissions multipliers",2011,"13097.53"
"Myanmar","CO2 emissions multipliers",2012,"15938.01"
"Myanmar","CO2 emissions multipliers",2013,"16309.58"
"Myanmar","CO2 emissions multipliers",2014,"19568.16"
"Myanmar","CO2 emissions multipliers",2015,"23129.74"
"Myanmar","CO2 emissions multipliers",2016,"23062.86"
"Myanmar","CO2 emissions multipliers",2017,"31279.53"
"Myanmar","CO2 emissions multipliers",2018,"30603.61"
"Netherlands","CO2 emissions",1995,"144.15"
"Netherlands","CO2 emissions",1996,"150.62"
"Netherlands","CO2 emissions",1997,"147.92"
"Netherlands","CO2 emissions",1998,"149.01"
"Netherlands","CO2 emissions",1999,"145.73"
"Netherlands","CO2 emissions",2000,"149.27"
"Netherlands","CO2 emissions",2001,"152.92"
"Netherlands","CO2 emissions",2002,"152.11"
"Netherlands","CO2 emissions",2003,"154.09"
"Netherlands","CO2 emissions",2004,"159.85"
"Netherlands","CO2 emissions",2005,"159.02"
"Netherlands","CO2 emissions",2006,"154.61"
"Netherlands","CO2 emissions",2007,"159.18"
"Netherlands","CO2 emissions",2008,"159.26"
"Netherlands","CO2 emissions",2009,"150.52"
"Netherlands","CO2 emissions",2010,"157.74"
"Netherlands","CO2 emissions",2011,"152.21"
"Netherlands","CO2 emissions",2012,"149.10"
"Netherlands","CO2 emissions",2013,"149.58"
"Netherlands","CO2 emissions",2014,"149.41"
"Netherlands","CO2 emissions",2015,"152.39"
"Netherlands","CO2 emissions",2016,"149.02"
"Netherlands","CO2 emissions",2017,"145.75"
"Netherlands","CO2 emissions",2018,"141.00"
"Netherlands","CO2 emissions intensities",1995,"14679.43"
"Netherlands","CO2 emissions intensities",1996,"15182.24"
"Netherlands","CO2 emissions intensities",1997,"16515.04"
"Netherlands","CO2 emissions intensities",1998,"16289.58"
"Netherlands","CO2 emissions intensities",1999,"16607.23"
"Netherlands","CO2 emissions intensities",2000,"17747.52"
"Netherlands","CO2 emissions intensities",2001,"17803.96"
"Netherlands","CO2 emissions intensities",2002,"16650.54"
"Netherlands","CO2 emissions intensities",2003,"13595.80"
"Netherlands","CO2 emissions intensities",2004,"12379.18"
"Netherlands","CO2 emissions intensities",2005,"11052.38"
"Netherlands","CO2 emissions intensities",2006,"10206.61"
"Netherlands","CO2 emissions intensities",2007,"8916.73"
"Netherlands","CO2 emissions intensities",2008,"7854.91"
"Netherlands","CO2 emissions intensities",2009,"8666.16"
"Netherlands","CO2 emissions intensities",2010,"8820.93"
"Netherlands","CO2 emissions intensities",2011,"7778.82"
"Netherlands","CO2 emissions intensities",2012,"7840.16"
"Netherlands","CO2 emissions intensities",2013,"7795.78"
"Netherlands","CO2 emissions intensities",2014,"7879.36"
"Netherlands","CO2 emissions intensities",2015,"9567.01"
"Netherlands","CO2 emissions intensities",2016,"9744.66"
"Netherlands","CO2 emissions intensities",2017,"8858.45"
"Netherlands","CO2 emissions intensities",2018,"7837.84"
"Netherlands","CO2 emissions multipliers",1995,"20304.93"
"Netherlands","CO2 emissions multipliers",1996,"21106.16"
"Netherlands","CO2 emissions multipliers",1997,"23179.11"
"Netherlands","CO2 emissions multipliers",1998,"23061.37"
"Netherlands","CO2 emissions multipliers",1999,"23122.12"
"Netherlands","CO2 emissions multipliers",2000,"24743.95"
"Netherlands","CO2 emissions multipliers",2001,"24819.08"
"Netherlands","CO2 emissions multipliers",2002,"23183.92"
"Netherlands","CO2 emissions multipliers",2003,"19004.90"
"Netherlands","CO2 emissions multipliers",2004,"17290.21"
"Netherlands","CO2 emissions multipliers",2005,"15643.91"
"Netherlands","CO2 emissions multipliers",2006,"14353.78"
"Netherlands","CO2 emissions multipliers",2007,"12644.93"
"Netherlands","CO2 emissions multipliers",2008,"11155.61"
"Netherlands","CO2 emissions multipliers",2009,"12194.14"
"Netherlands","CO2 emissions multipliers",2010,"12421.33"
"Netherlands","CO2 emissions multipliers",2011,"10861.44"
"Netherlands","CO2 emissions multipliers",2012,"10918.99"
"Netherlands","CO2 emissions multipliers",2013,"10783.91"
"Netherlands","CO2 emissions multipliers",2014,"10860.42"
"Netherlands","CO2 emissions multipliers",2015,"12880.47"
"Netherlands","CO2 emissions multipliers",2016,"13095.29"
"Netherlands","CO2 emissions multipliers",2017,"12076.84"
"Netherlands","CO2 emissions multipliers",2018,"10569.87"
"New Zealand","CO2 emissions",1995,"20.99"
"New Zealand","CO2 emissions",1996,"22.15"
"New Zealand","CO2 emissions",1997,"24.28"
"New Zealand","CO2 emissions",1998,"23.87"
"New Zealand","CO2 emissions",1999,"25.30"
"New Zealand","CO2 emissions",2000,"26.13"
"New Zealand","CO2 emissions",2001,"28.38"
"New Zealand","CO2 emissions",2002,"27.92"
"New Zealand","CO2 emissions",2003,"29.43"
"New Zealand","CO2 emissions",2004,"29.14"
"New Zealand","CO2 emissions",2005,"30.75"
"New Zealand","CO2 emissions",2006,"30.62"
"New Zealand","CO2 emissions",2007,"29.49"
"New Zealand","CO2 emissions",2008,"30.27"
"New Zealand","CO2 emissions",2009,"26.53"
"New Zealand","CO2 emissions",2010,"26.77"
"New Zealand","CO2 emissions",2011,"26.09"
"New Zealand","CO2 emissions",2012,"27.62"
"New Zealand","CO2 emissions",2013,"27.57"
"New Zealand","CO2 emissions",2014,"27.48"
"New Zealand","CO2 emissions",2015,"27.51"
"New Zealand","CO2 emissions",2016,"26.61"
"New Zealand","CO2 emissions",2017,"28.00"
"New Zealand","CO2 emissions",2018,"27.69"
"New Zealand","CO2 emissions intensities",1995,"13248.98"
"New Zealand","CO2 emissions intensities",1996,"12798.77"
"New Zealand","CO2 emissions intensities",1997,"13420.50"
"New Zealand","CO2 emissions intensities",1998,"17024.23"
"New Zealand","CO2 emissions intensities",1999,"16750.77"
"New Zealand","CO2 emissions intensities",2000,"18209.64"
"New Zealand","CO2 emissions intensities",2001,"19915.28"
"New Zealand","CO2 emissions intensities",2002,"17778.46"
"New Zealand","CO2 emissions intensities",2003,"14081.35"
"New Zealand","CO2 emissions intensities",2004,"11070.86"
"New Zealand","CO2 emissions intensities",2005,"9640.01"
"New Zealand","CO2 emissions intensities",2006,"10226.25"
"New Zealand","CO2 emissions intensities",2007,"8537.74"
"New Zealand","CO2 emissions intensities",2008,"8857.71"
"New Zealand","CO2 emissions intensities",2009,"9088.55"
"New Zealand","CO2 emissions intensities",2010,"7348.89"
"New Zealand","CO2 emissions intensities",2011,"6171.46"
"New Zealand","CO2 emissions intensities",2012,"6116.51"
"New Zealand","CO2 emissions intensities",2013,"6381.90"
"New Zealand","CO2 emissions intensities",2014,"6191.32"
"New Zealand","CO2 emissions intensities",2015,"7426.98"
"New Zealand","CO2 emissions intensities",2016,"7192.86"
"New Zealand","CO2 emissions intensities",2017,"6839.13"
"New Zealand","CO2 emissions intensities",2018,"6466.73"
"New Zealand","CO2 emissions multipliers",1995,"21418.28"
"New Zealand","CO2 emissions multipliers",1996,"20979.94"
"New Zealand","CO2 emissions multipliers",1997,"22655.85"
"New Zealand","CO2 emissions multipliers",1998,"27914.81"
"New Zealand","CO2 emissions multipliers",1999,"27620.90"
"New Zealand","CO2 emissions multipliers",2000,"30573.57"
"New Zealand","CO2 emissions multipliers",2001,"33706.16"
"New Zealand","CO2 emissions multipliers",2002,"29407.96"
"New Zealand","CO2 emissions multipliers",2003,"23575.92"
"New Zealand","CO2 emissions multipliers",2004,"18652.62"
"New Zealand","CO2 emissions multipliers",2005,"16902.11"
"New Zealand","CO2 emissions multipliers",2006,"17744.30"
"New Zealand","CO2 emissions multipliers",2007,"14340.97"
"New Zealand","CO2 emissions multipliers",2008,"15177.38"
"New Zealand","CO2 emissions multipliers",2009,"15022.75"
"New Zealand","CO2 emissions multipliers",2010,"12089.31"
"New Zealand","CO2 emissions multipliers",2011,"10191.87"
"New Zealand","CO2 emissions multipliers",2012,"10364.14"
"New Zealand","CO2 emissions multipliers",2013,"10233.43"
"New Zealand","CO2 emissions multipliers",2014,"9730.72"
"New Zealand","CO2 emissions multipliers",2015,"11296.39"
"New Zealand","CO2 emissions multipliers",2016,"10586.99"
"New Zealand","CO2 emissions multipliers",2017,"10086.14"
"New Zealand","CO2 emissions multipliers",2018,"9470.81"
"Norway","CO2 emissions",1995,"43.74"
"Norway","CO2 emissions",1996,"44.73"
"Norway","CO2 emissions",1997,"47.67"
"Norway","CO2 emissions",1998,"49.42"
"Norway","CO2 emissions",1999,"53.39"
"Norway","CO2 emissions",2000,"52.88"
"Norway","CO2 emissions",2001,"52.44"
"Norway","CO2 emissions",2002,"51.02"
"Norway","CO2 emissions",2003,"48.33"
"Norway","CO2 emissions",2004,"51.83"
"Norway","CO2 emissions",2005,"50.52"
"Norway","CO2 emissions",2006,"57.54"
"Norway","CO2 emissions",2007,"52.96"
"Norway","CO2 emissions",2008,"51.43"
"Norway","CO2 emissions",2009,"50.60"
"Norway","CO2 emissions",2010,"54.59"
"Norway","CO2 emissions",2011,"53.39"
"Norway","CO2 emissions",2012,"53.40"
"Norway","CO2 emissions",2013,"54.85"
"Norway","CO2 emissions",2014,"54.14"
"Norway","CO2 emissions",2015,"55.34"
"Norway","CO2 emissions",2016,"49.63"
"Norway","CO2 emissions",2017,"53.52"
"Norway","CO2 emissions",2018,"50.43"
"Norway","CO2 emissions intensities",1995,"7197.51"
"Norway","CO2 emissions intensities",1996,"7176.69"
"Norway","CO2 emissions intensities",1997,"7398.07"
"Norway","CO2 emissions intensities",1998,"8042.85"
"Norway","CO2 emissions intensities",1999,"8314.12"
"Norway","CO2 emissions intensities",2000,"8475.97"
"Norway","CO2 emissions intensities",2001,"8362.63"
"Norway","CO2 emissions intensities",2002,"7315.80"
"Norway","CO2 emissions intensities",2003,"6738.27"
"Norway","CO2 emissions intensities",2004,"6081.31"
"Norway","CO2 emissions intensities",2005,"5052.02"
"Norway","CO2 emissions intensities",2006,"5016.72"
"Norway","CO2 emissions intensities",2007,"4226.95"
"Norway","CO2 emissions intensities",2008,"3695.23"
"Norway","CO2 emissions intensities",2009,"4575.43"
"Norway","CO2 emissions intensities",2010,"4413.00"
"Norway","CO2 emissions intensities",2011,"3800.67"
"Norway","CO2 emissions intensities",2012,"3826.97"
"Norway","CO2 emissions intensities",2013,"3695.24"
"Norway","CO2 emissions intensities",2014,"3703.82"
"Norway","CO2 emissions intensities",2015,"4659.35"
"Norway","CO2 emissions intensities",2016,"4903.47"
"Norway","CO2 emissions intensities",2017,"4544.53"
"Norway","CO2 emissions intensities",2018,"4153.76"
"Norway","CO2 emissions multipliers",1995,"11207.34"
"Norway","CO2 emissions multipliers",1996,"11124.47"
"Norway","CO2 emissions multipliers",1997,"11257.83"
"Norway","CO2 emissions multipliers",1998,"11940.37"
"Norway","CO2 emissions multipliers",1999,"12288.54"
"Norway","CO2 emissions multipliers",2000,"12463.13"
"Norway","CO2 emissions multipliers",2001,"12393.89"
"Norway","CO2 emissions multipliers",2002,"10720.73"
"Norway","CO2 emissions multipliers",2003,"9755.20"
"Norway","CO2 emissions multipliers",2004,"8665.06"
"Norway","CO2 emissions multipliers",2005,"7153.08"
"Norway","CO2 emissions multipliers",2006,"7231.98"
"Norway","CO2 emissions multipliers",2007,"6035.29"
"Norway","CO2 emissions multipliers",2008,"5286.23"
"Norway","CO2 emissions multipliers",2009,"6376.10"
"Norway","CO2 emissions multipliers",2010,"6199.92"
"Norway","CO2 emissions multipliers",2011,"5450.03"
"Norway","CO2 emissions multipliers",2012,"5362.89"
"Norway","CO2 emissions multipliers",2013,"5281.30"
"Norway","CO2 emissions multipliers",2014,"5266.20"
"Norway","CO2 emissions multipliers",2015,"6717.90"
"Norway","CO2 emissions multipliers",2016,"7712.36"
"Norway","CO2 emissions multipliers",2017,"6249.18"
"Norway","CO2 emissions multipliers",2018,"6381.05"
"Peru","CO2 emissions",1995,"16.73"
"Peru","CO2 emissions",1996,"18.83"
"Peru","CO2 emissions",1997,"18.74"
"Peru","CO2 emissions",1998,"17.73"
"Peru","CO2 emissions",1999,"19.96"
"Peru","CO2 emissions",2000,"19.39"
"Peru","CO2 emissions",2001,"17.55"
"Peru","CO2 emissions",2002,"18.92"
"Peru","CO2 emissions",2003,"18.25"
"Peru","CO2 emissions",2004,"22.77"
"Peru","CO2 emissions",2005,"23.19"
"Peru","CO2 emissions",2006,"22.79"
"Peru","CO2 emissions",2007,"25.55"
"Peru","CO2 emissions",2008,"28.15"
"Peru","CO2 emissions",2009,"29.78"
"Peru","CO2 emissions",2010,"33.20"
"Peru","CO2 emissions",2011,"36.88"
"Peru","CO2 emissions",2012,"35.74"
"Peru","CO2 emissions",2013,"35.97"
"Peru","CO2 emissions",2014,"38.58"
"Peru","CO2 emissions",2015,"38.67"
"Peru","CO2 emissions",2016,"40.17"
"Peru","CO2 emissions",2017,"37.84"
"Peru","CO2 emissions",2018,"37.72"
"Peru","CO2 emissions intensities",1995,"14940.42"
"Peru","CO2 emissions intensities",1996,"15670.41"
"Peru","CO2 emissions intensities",1997,"15360.74"
"Peru","CO2 emissions intensities",1998,"16024.90"
"Peru","CO2 emissions intensities",1999,"18950.74"
"Peru","CO2 emissions intensities",2000,"16982.15"
"Peru","CO2 emissions intensities",2001,"15661.18"
"Peru","CO2 emissions intensities",2002,"15959.52"
"Peru","CO2 emissions intensities",2003,"14334.98"
"Peru","CO2 emissions intensities",2004,"15248.12"
"Peru","CO2 emissions intensities",2005,"13230.98"
"Peru","CO2 emissions intensities",2006,"11121.12"
"Peru","CO2 emissions intensities",2007,"10476.87"
"Peru","CO2 emissions intensities",2008,"8551.33"
"Peru","CO2 emissions intensities",2009,"9135.37"
"Peru","CO2 emissions intensities",2010,"8675.15"
"Peru","CO2 emissions intensities",2011,"8608.83"
"Peru","CO2 emissions intensities",2012,"7673.42"
"Peru","CO2 emissions intensities",2013,"7487.52"
"Peru","CO2 emissions intensities",2014,"7836.55"
"Peru","CO2 emissions intensities",2015,"8606.51"
"Peru","CO2 emissions intensities",2016,"8885.36"
"Peru","CO2 emissions intensities",2017,"7985.96"
"Peru","CO2 emissions intensities",2018,"7482.61"
"Peru","CO2 emissions multipliers",1995,"21109.06"
"Peru","CO2 emissions multipliers",1996,"22356.91"
"Peru","CO2 emissions multipliers",1997,"21748.73"
"Peru","CO2 emissions multipliers",1998,"22462.27"
"Peru","CO2 emissions multipliers",1999,"27092.05"
"Peru","CO2 emissions multipliers",2000,"24559.42"
"Peru","CO2 emissions multipliers",2001,"22526.24"
"Peru","CO2 emissions multipliers",2002,"22893.13"
"Peru","CO2 emissions multipliers",2003,"20517.66"
"Peru","CO2 emissions multipliers",2004,"21965.55"
"Peru","CO2 emissions multipliers",2005,"19132.70"
"Peru","CO2 emissions multipliers",2006,"15932.76"
"Peru","CO2 emissions multipliers",2007,"14938.30"
"Peru","CO2 emissions multipliers",2008,"12202.15"
"Peru","CO2 emissions multipliers",2009,"13307.47"
"Peru","CO2 emissions multipliers",2010,"12637.26"
"Peru","CO2 emissions multipliers",2011,"12476.48"
"Peru","CO2 emissions multipliers",2012,"10990.13"
"Peru","CO2 emissions multipliers",2013,"10508.49"
"Peru","CO2 emissions multipliers",2014,"11321.28"
"Peru","CO2 emissions multipliers",2015,"12193.88"
"Peru","CO2 emissions multipliers",2016,"12605.89"
"Peru","CO2 emissions multipliers",2017,"10990.94"
"Peru","CO2 emissions multipliers",2018,"10197.94"
"Philippines","CO2 emissions",1995,"52.79"
"Philippines","CO2 emissions",1996,"56.11"
"Philippines","CO2 emissions",1997,"62.04"
"Philippines","CO2 emissions",1998,"61.07"
"Philippines","CO2 emissions",1999,"58.60"
"Philippines","CO2 emissions",2000,"58.85"
"Philippines","CO2 emissions",2001,"58.63"
"Philippines","CO2 emissions",2002,"57.12"
"Philippines","CO2 emissions",2003,"59.53"
"Philippines","CO2 emissions",2004,"61.15"
"Philippines","CO2 emissions",2005,"63.69"
"Philippines","CO2 emissions",2006,"58.99"
"Philippines","CO2 emissions",2007,"63.59"
"Philippines","CO2 emissions",2008,"65.09"
"Philippines","CO2 emissions",2009,"64.48"
"Philippines","CO2 emissions",2010,"69.80"
"Philippines","CO2 emissions",2011,"70.07"
"Philippines","CO2 emissions",2012,"71.35"
"Philippines","CO2 emissions",2013,"80.24"
"Philippines","CO2 emissions",2014,"86.60"
